panel	dataset	metric	x	value	read_count
A	Full library (n=407,670)	length_bp	2.04	0.0006328648171315034	1
A	Full library (n=407,670)	length_bp	2.043	0.0006353177815389898	1
A	Full library (n=407,670)	length_bp	2.048	0.0006377707459464763	1
A	Full library (n=407,670)	length_bp	2.05	0.0006402237103539628	1
A	Full library (n=407,670)	length_bp	2.062	0.0006426766747614492	1
A	Full library (n=407,670)	length_bp	2.063	0.0006451296391689357	1
A	Full library (n=407,670)	length_bp	2.064	0.0006475826035764221	1
A	Full library (n=407,670)	length_bp	2.07	0.0006500355679839086	1
A	Full library (n=407,670)	length_bp	2.08	0.0006549414967988815	2
A	Full library (n=407,670)	length_bp	2.086	0.0006573944612063679	1
A	Full library (n=407,670)	length_bp	2.087	0.0006598474256138544	1
A	Full library (n=407,670)	length_bp	2.105	0.0006623003900213407	1
A	Full library (n=407,670)	length_bp	2.115	0.0006647533544288272	1
A	Full library (n=407,670)	length_bp	2.116	0.0006672063188363137	1
A	Full library (n=407,670)	length_bp	2.117	0.0006696592832438001	1
A	Full library (n=407,670)	length_bp	2.123	0.0006721122476512866	1
A	Full library (n=407,670)	length_bp	2.124	0.000674565212058773	1
A	Full library (n=407,670)	length_bp	2.1350000000000002	0.0006770181764662595	1
A	Full library (n=407,670)	length_bp	2.136	0.0006794711408737459	1
A	Full library (n=407,670)	length_bp	2.137	0.0006819241052812324	1
A	Full library (n=407,670)	length_bp	2.1390000000000002	0.0006843770696887188	1
A	Full library (n=407,670)	length_bp	2.156	0.0006868300340962053	1
A	Full library (n=407,670)	length_bp	2.157	0.0006892829985036917	1
A	Full library (n=407,670)	length_bp	2.172	0.0006917359629111782	1
A	Full library (n=407,670)	length_bp	2.178	0.0006941889273186646	1
A	Full library (n=407,670)	length_bp	2.181	0.000696641891726151	1
A	Full library (n=407,670)	length_bp	2.185	0.0006990948561336375	1
A	Full library (n=407,670)	length_bp	2.188	0.0007015478205411239	1
A	Full library (n=407,670)	length_bp	2.189	0.0007040007849486104	1
A	Full library (n=407,670)	length_bp	2.193	0.0007064537493560968	1
A	Full library (n=407,670)	length_bp	2.197	0.0007089067137635833	1
A	Full library (n=407,670)	length_bp	2.199	0.0007113596781710697	1
A	Full library (n=407,670)	length_bp	2.205	0.0007138126425785562	1
A	Full library (n=407,670)	length_bp	2.217	0.0007162656069860426	1
A	Full library (n=407,670)	length_bp	2.219	0.0007187185713935291	1
A	Full library (n=407,670)	length_bp	2.22	0.0007211715358010155	1
A	Full library (n=407,670)	length_bp	2.223	0.000723624500208502	1
A	Full library (n=407,670)	length_bp	2.233	0.0007260774646159885	1
A	Full library (n=407,670)	length_bp	2.242	0.0007285304290234749	1
A	Full library (n=407,670)	length_bp	2.243	0.0007309833934309614	1
A	Full library (n=407,670)	length_bp	2.247	0.0007334363578384477	1
A	Full library (n=407,670)	length_bp	2.251	0.0007383422866534206	2
A	Full library (n=407,670)	length_bp	2.2520000000000002	0.0007407952510609071	1
A	Full library (n=407,670)	length_bp	2.255	0.0007432482154683935	1
