length_bp	read_count
207	1
208	1
250	1
305	1
577	1
621	1
803	1
817	1
862	1
977	1
988	1
1039	1
1070	1
1118	1
1121	1
1169	1
1278	1
1284	1
1316	1
1319	1
1327	1
1339	1
1363	1
1367	1
1368	1
1391	1
1411	1
1450	1
1467	1
1471	1
1485	1
1496	1
1497	1
1547	1
1551	1
1553	1
1555	1
1557	1
1566	1
1579	1
1585	1
1622	1
1627	1
1645	1
1653	1
1705	1
1710	1
1727	1
1731	1
1738	1
1739	1
1746	1
1760	1
1805	1
1864	1
1900	1
1914	1
1923	1
1943	1
1952	1
2003	1
2034	1
2101	1
2107	1
2151	1
2210	1
2221	1
2254	1
2257	1
2271	1
2275	1
2278	1
2302	1
2405	1
2417	1
2428	1
2430	1
2436	1
2460	1
2491	1
2515	1
2522	1
2534	1
2614	1
2630	1
2638	1
2642	1
2651	1
2747	1
2791	1
2823	1
2824	1
2837	1
2844	1
2912	1
2962	1
2969	1
2995	1
3013	1
3029	3
3031	1
3053	1
3122	1
3148	1
3173	1
3178	1
3185	1
3300	1
3335	1
3349	1
3353	1
3359	1
3381	1
3382	1
3402	1
3469	1
3492	1
3513	1
3514	1
3519	1
3536	1
3566	1
3571	1
3612	1
3613	1
3616	1
3621	1
3626	1
3629	1
3638	1
3656	1
3660	1
3709	1
3732	1
3772	1
3822	1
3834	1
3837	1
3842	1
3868	1
3872	1
3921	1
3930	1
3934	1
3977	1
4005	1
4050	1
4061	1
4066	1
4074	1
4107	1
4112	1
4121	1
4125	1
4138	1
4145	1
4149	1
4171	1
4191	1
4200	1
4251	1
4280	1
4299	1
4317	1
4321	1
4325	1
4331	1
4332	1
4345	1
4346	1
4351	1
4357	1
4360	1
4361	1
4365	1
4371	1
4442	1
4459	1
4466	1
4470	1
4477	1
4487	1
4501	1
4507	1
4522	1
4537	1
4541	1
4549	1
4567	1
4569	1
4583	1
4585	1
4592	1
4593	1
4595	1
4598	1
4619	1
4637	1
4666	1
4680	1
4693	1
4695	1
4703	1
4708	1
4750	1
4784	1
4789	1
4798	1
4799	1
4810	1
4824	1
4852	1
4853	1
4869	1
4874	1
4899	1
4911	1
4922	1
4926	1
4933	1
4934	1
4943	1
4955	1
4956	2
4962	1
4972	1
4983	1
4987	1
4992	1
4997	1
5002	1
5030	1
5031	1
5038	1
5052	1
5069	1
5124	1
5128	2
5129	1
5134	1
5139	1
5143	2
5159	1
5170	1
5172	1
5186	1
5197	1
5199	1
5206	1
5207	1
5220	1
5223	1
5225	1
5230	1
