family_id	truth_bp	estimated_bp	absolute_relative_error	excess_bp
truth_f1	41040	41044.0	9.746588693957115e-05	4.0
truth_f2	59508	59528.0	0.00033608926530886605	20.0
truth_f3	43092	43105.0	0.00030168012624152973	13.0
