coordinate_policy	period_source	truth_array_count	predicted_array_count	matched_array_count	array_recall	array_precision	array_f1	matched_period_mae_bp	matched_boundary_mae_bp	warning	base_union_recall	base_union_precision	base_union_f1	predicted_union_bp	truth_union_bp	duplicated_prediction_bp	duplicate_bp_fraction	array_recall_ci_low	array_recall_ci_high	array_precision_ci_low	array_precision_ci_high	truth_family_count	recovered_family_count	cyclic_monomer_recall	distinct_consensus_count	homologous_consensus_fraction	unmatched_distinct_consensus_count	raw_region_count	excluded_scope_count
window_grid	native_peak	55	49	26	0.4727272727272727	0.5306122448979592	0.5	0.4807692307692308	350.2307692307692	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.994945943490506	0.9866099099099099	0.9907603926358167	2220000	2201400	0	0.0	0.3469309836131932	0.6020845564477388	0.39380863983661896	0.6629649630682484	55	43	0.7818181818181819	49	0.8775510204081632	6	49	0
window_grid	consensus_length	55	49	26	0.4727272727272727	0.5306122448979592	0.5	0.46153846153846156	350.2307692307692	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.994945943490506	0.9866099099099099	0.9907603926358167	2220000	2201400	0	0.0	0.3469309836131932	0.6020845564477388	0.39380863983661896	0.6629649630682484	55	43	0.7818181818181819	49	0.8775510204081632	6	49	0
r_extraction	native_peak	55	49	26	0.4727272727272727	0.5306122448979592	0.5	0.4807692307692308	350.11538461538464	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9949468520032706	0.9866108108108108	0.9907612973266386	2220000	2201400	0	0.0	0.3469309836131932	0.6020845564477388	0.39380863983661896	0.6629649630682484	55	43	0.7818181818181819	49	0.8775510204081632	6	49	0
r_extraction	consensus_length	55	49	26	0.4727272727272727	0.5306122448979592	0.5	0.46153846153846156	350.11538461538464	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0.9949468520032706	0.9866108108108108	0.9907612973266386	2220000	2201400	0	0.0	0.3469309836131932	0.6020845564477388	0.39380863983661896	0.6629649630682484	55	43	0.7818181818181819	49	0.8775510204081632	6	49	0
