dataset	minimum_count	status	workflow_wall_seconds	external_stage_wall_seconds	maximum_external_stage_peak_rss_mib	memory_method	input_sha256	total_input_bases	k	threads_parameter	temporary_and_output_bytes_after_run	warning	truth_array_count	predicted_array_count	matched_array_count	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_count	false_positive_read_count	negative_read_call_rate	matched_period_mae_bp	matched_boundary_mae_bp	base_union_recall	base_union_precision	base_union_f1	predicted_union_bp	truth_union_bp	duplicated_prediction_bp	duplicate_bp_fraction	array_recall_ci_low	array_recall_ci_high	array_precision_ci_low	array_precision_ci_high	negative_read_call_rate_ci_low	negative_read_call_rate_ci_high	cyclic_monomer_recall	distinct_consensus_count	homologous_consensus_fraction	unmatched_distinct_consensus_count	mean_best_cyclic_edit_similarity	native_catalogue_size	native_motif_lengths	out_of_scope_catalogue_count	out_of_scope_array_count	scoring_scope	truth_arrays_sha256	truth_reads_sha256
dispersed_control_s1101	100	no_catalogue	1.8698409171774983	1.863140249857679	51.5	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	133eb91f66b30860c96c787cc7c522b491f207c12fe9cac805f4fc46919aafda	500000	151	1	1318238	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0	0	0	NA	NA	NA	NA	NA	100	0	0.0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0.0	0.03699349820698568	NA	0	NA	0	NA	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	717c100a73298ee9f39abd124523ecd2bea30990de51bc3325e1ddc5aa827a10	9c0f120160d1223d458fdbf5ad6c7b988c1945e0909cffc8f8d0122e18320eff
dispersed_control_s1101	20	no_catalogue	1.834939083084464	1.8323914580978453	52.375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	133eb91f66b30860c96c787cc7c522b491f207c12fe9cac805f4fc46919aafda	500000	151	1	1324471	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0	0	0	NA	NA	NA	NA	NA	100	0	0.0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0.0	0.03699349820698568	NA	0	NA	0	NA	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	717c100a73298ee9f39abd124523ecd2bea30990de51bc3325e1ddc5aa827a10	9c0f120160d1223d458fdbf5ad6c7b988c1945e0909cffc8f8d0122e18320eff
divergent_units_s1101	100	no_eligible_kmers	1.8452905418816954	1.8414340829476714	52.09375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	094a050b6445363e34653f4e13b8adc1b954462dcb810c2b547fa6df471e858c	500000	151	1	1312324	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143640	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	f325d51211c4d4a4bc8381bafa6b93d62d938c16576073a3985c8d7ef86e9899	63ecf69d8af6479901da871023b66860e73d279036ba49730ab49a2a4c551501
divergent_units_s1101	20	no_eligible_kmers	1.7916581248864532	1.7893767498899251	47.28125	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	094a050b6445363e34653f4e13b8adc1b954462dcb810c2b547fa6df471e858c	500000	151	1	1312319	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143640	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	f325d51211c4d4a4bc8381bafa6b93d62d938c16576073a3985c8d7ef86e9899	63ecf69d8af6479901da871023b66860e73d279036ba49730ab49a2a4c551501
indel_01pct_s1101	100	ok	2.0029454580508173	1.9920184169895947	50.1875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ce95e06c650c7e00449c04a560a0dd1e306f6f10f820693fcb27b4b6aad2c66a	500006	151	1	1541052	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	54.57142857142857	0.9468972334767415	0.9999117841652576	0.9726826756675582	136030	143646	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	c64bb79b3ebe747e41218ebebc640a073c6d9fff903fcfd393dff9f2f86b7733	9ffb978087b4cbeacc132131ab4ad20997866ef45c521d1a0ce90a8ff4428557
indel_01pct_s1101	20	ok	2.0864723750855774	2.0769042919855565	49.90625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ce95e06c650c7e00449c04a560a0dd1e306f6f10f820693fcb27b4b6aad2c66a	500006	151	1	1541041	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	54.57142857142857	0.9468972334767415	0.9999117841652576	0.9726826756675582	136030	143646	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	c64bb79b3ebe747e41218ebebc640a073c6d9fff903fcfd393dff9f2f86b7733	9ffb978087b4cbeacc132131ab4ad20997866ef45c521d1a0ce90a8ff4428557
indel_1pct_s1101	100	no_eligible_kmers	1.8332506660372019	1.82828374998644	53.171875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	e9c3acbbd2b296c48605c8b8a3cb649a80a8495c05fc888d3f68d92f82fab9da	499978	151	1	1312298	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143618	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	2e359772d17c3a5b54634eb17ae32527f54d6a21eebc91fda30d71ab1b127775	5a157365cd16aca4b158d4c248b147ba6929ecaa7fe4725a418c188fcbade665
indel_1pct_s1101	20	ok	1.9783345418982208	1.9710715841501951	51.34375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	e9c3acbbd2b296c48605c8b8a3cb649a80a8495c05fc888d3f68d92f82fab9da	499978	151	1	1554573	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	58.92857142857143	0.9426186132657466	0.9999335234071469	0.9704305314619145	135386	143618	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	2e359772d17c3a5b54634eb17ae32527f54d6a21eebc91fda30d71ab1b127775	5a157365cd16aca4b158d4c248b147ba6929ecaa7fe4725a418c188fcbade665
indel_4pct_s1101	100	no_eligible_kmers	1.80144033418037	1.796166165964678	51.96875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	36b9a7c2b50100da5b5685977efc5e98a2166a0ee31a1f1c8ff1b069dc503c36	499946	151	1	1312299	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143586	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	f5f3384a0519655550ad59b91ffd9f6749a0b785c255a7d64e430ac767775f85	0bb197992f9988bf2ceb19bb489b63519b8a2c0728a38dc91abf21a7b6a4f8b1
indel_4pct_s1101	20	no_eligible_kmers	1.8177560830954462	1.816036666976288	51.21875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	36b9a7c2b50100da5b5685977efc5e98a2166a0ee31a1f1c8ff1b069dc503c36	499946	151	1	1312294	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143586	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	f5f3384a0519655550ad59b91ffd9f6749a0b785c255a7d64e430ac767775f85	0bb197992f9988bf2ceb19bb489b63519b8a2c0728a38dc91abf21a7b6a4f8b1
low_complexity_control_s1101	100	no_catalogue	1.8603664168622345	1.8553523749578744	55.421875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	74a5ccaf4b5639fb92c8a02e053696091041bc70fe6007f593ba35c341d8053c	500000	151	1	1342094	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0	0	0	NA	NA	NA	NA	NA	100	0	0.0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0.0	0.03699349820698568	NA	0	NA	0	NA	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	717c100a73298ee9f39abd124523ecd2bea30990de51bc3325e1ddc5aa827a10	fbc19ea4f48b2feb8f45f6803a30ed503200bb1d2cc3ec580ff52a4d6832501c
low_complexity_control_s1101	20	no_catalogue	1.8997886248398572	1.897037000861019	55.015625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	74a5ccaf4b5639fb92c8a02e053696091041bc70fe6007f593ba35c341d8053c	500000	151	1	1342090	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	0	0	0	NA	NA	NA	NA	NA	100	0	0.0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	0.0	0.03699349820698568	NA	0	NA	0	NA	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	717c100a73298ee9f39abd124523ecd2bea30990de51bc3325e1ddc5aa827a10	fbc19ea4f48b2feb8f45f6803a30ed503200bb1d2cc3ec580ff52a4d6832501c
related_families_s1101	100	ok	2.0329512499738485	2.021705208811909	48.40625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	288d05ce4ef6e11c16585020136d23f7ef2898078b977346376c67173e539ac2	500000	151	1	1541308	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	51.542857142857144	0.9499651907546645	0.9997875177679107	0.9742397955176673	136482	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	7fa309bcc7d9035f96f098d666b003292edcf50b22490f5e7df80daad39b6bf5	0d9ad4c2ab1536a4da42e2ff7523a59072da58b0e268f64c410b11322d0b7aca
related_families_s1101	20	ok	1.9705672499258071	1.9609695405233651	45.59375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	288d05ce4ef6e11c16585020136d23f7ef2898078b977346376c67173e539ac2	500000	151	1	1541297	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	51.542857142857144	0.9499651907546645	0.9997875177679107	0.9742397955176673	136482	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	7fa309bcc7d9035f96f098d666b003292edcf50b22490f5e7df80daad39b6bf5	0d9ad4c2ab1536a4da42e2ff7523a59072da58b0e268f64c410b11322d0b7aca
short_arrays_s1101	100	no_eligible_kmers	1.793168833013624	1.7883435420226306	47.640625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	31e5e1c67ae81e0114181038fa1780c97adfa0ce1963e8a01a65fff1833ac530	500000	151	1	1312308	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	35910	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	cab3703bf533bbe7ce717deabf362f068aa931efeea9577b818bf2d409c3ae54	d6c67524d845b2fc530d4e6d9e9c7cf76c9fbc3047019251c094062753e238b6
short_arrays_s1101	20	ok	1.9954462500754744	1.9892274590674788	47.96875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	31e5e1c67ae81e0114181038fa1780c97adfa0ce1963e8a01a65fff1833ac530	500000	151	1	1444666	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	45.7	0.822333611807296	0.9993908217138215	0.9022579363866907	29548	35910	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	cab3703bf533bbe7ce717deabf362f068aa931efeea9577b818bf2d409c3ae54	d6c67524d845b2fc530d4e6d9e9c7cf76c9fbc3047019251c094062753e238b6
substitution_1pct_s1101	100	no_eligible_kmers	1.7932612078730017	1.7880085830111057	49.265625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	4905c821dfd3741bde3da99fc57842a3b228daa3ed9c4e0716ce1b5452ccc3f9	500000	151	1	1312334	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143640	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	486966c1bbf7ac7ffaa7004b82150d098cdc0f79b69bd968e6ea8a82c2aff502	02c210409ea1dce29f94522ce1f07f738513a77bdd0b21cad100be015a82c846
substitution_1pct_s1101	20	ok	1.9506136658601463	1.943295291857794	51.515625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	4905c821dfd3741bde3da99fc57842a3b228daa3ed9c4e0716ce1b5452ccc3f9	500000	151	1	1541970	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	70	70	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	52.56428571428572	0.9488930659983291	0.9998679548405555	0.9737138203366945	136317	143640	0	0.0	0.9479769375897331	1.0	0.9479769375897331	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	486966c1bbf7ac7ffaa7004b82150d098cdc0f79b69bd968e6ea8a82c2aff502	02c210409ea1dce29f94522ce1f07f738513a77bdd0b21cad100be015a82c846
substitution_5pct_s1101	100	no_eligible_kmers	1.810048250015825	1.8052116250619292	54.109375	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ad546af0a64233fcdb6cce230c1648d0242ed414ef70e7bdcb8044d20ae11db1	500000	151	1	1312334	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143640	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	466da25069a87c0466c2d1ce8c0b58671dade60e1267bc2dff68c7700832eab1	0a083bc46efa9c2d44163757f126670208799f92b4bb6b2beffcf0eb33786525
substitution_5pct_s1101	20	no_eligible_kmers	1.7343306669499725	1.7324929989408702	46.171875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	ad546af0a64233fcdb6cce230c1648d0242ed414ef70e7bdcb8044d20ae11db1	500000	151	1	1312327	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	70	0	0	0.0	NA	0.0	0.0	NA	30	0	0.0	NA	NA	0.0	NA	0.0	0	143640	0	NA	0.0	0.05202306241026692	NA	NA	0.0	0.11351339317396876	0.0	0	NA	0	0.0	0		0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	466da25069a87c0466c2d1ce8c0b58671dade60e1267bc2dff68c7700832eab1	0a083bc46efa9c2d44163757f126670208799f92b4bb6b2beffcf0eb33786525
two_arrays_s1101	100	ok	1.9935476251412183	1.9829790412914008	50.765625	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	1e2e802a7350de6893f27623f7aaa233d656710d6ca1538fe7f29c736e9fed12	500000	151	1	1576857	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	140	140	140	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	51.17857142857143	0.925250626566416	0.9999210012526945	0.961137718379988	177218	191520	0	0.0	0.9732937996305869	1.0	0.9732937996305869	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	84e5ee518babb0540341004d135acc87067e0f693bd67faa7903f094e8b4dcad	a59a769f608f0c68e59f9dbe0b3e655c044b5b9294b162d9930b241ecb0ae981
two_arrays_s1101	20	ok	2.0325342919677496	2.0244676244910806	53.296875	max direct-child wait4 RSS across sequential native stages; benchmark controller excluded	1e2e802a7350de6893f27623f7aaa233d656710d6ca1538fe7f29c736e9fed12	500000	151	1	1576845	planted_truth;conditional_errors_on_matches;wilson_intervals_are_descriptive	140	140	140	1.0	1.0	1.0	1.0	1.0	30	0	0.0	0.0	51.17857142857143	0.925250626566416	0.9999210012526945	0.961137718379988	177218	191520	0	0.0	0.9732937996305869	1.0	0.9732937996305869	1.0	0.0	0.11351339317396876	1.0	3	1.0	0	1.0	3	171;171;171	0	0	period_30_1000_span_ge_100;native_keep_flag_positive;HORs_not_decomposed	84e5ee518babb0540341004d135acc87067e0f693bd67faa7903f094e8b4dcad	a59a769f608f0c68e59f9dbe0b3e655c044b5b9294b162d9930b241ecb0ae981
